latitude,longitude
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22292
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22292
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22292
32.40532,-111.22292
32.40532,-111.22292
32.40532,-111.22293
32.40532,-111.22293
32.40532,-111.22292
32.40532,-111.22293
32.40532,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22293
32.40533,-111.22294
32.40533,-111.22294
32.40533,-111.22294
32.40533,-111.22294
32.40533,-111.22294
32.40533,-111.22294
32.40533,-111.22294
32.40533,-111.22294
32.40533,-111.22294
32.40533,-111.22294
32.40532,-111.22294
32.40532,-111.22294
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22295
32.40532,-111.22296
32.40532,-111.22296
32.40532,-111.22296
32.40532,-111.22296
32.40532,-111.22296
32.40532,-111.22296
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40532,-111.22297
32.40533,-111.22298
32.40533,-111.22298
32.40533,-111.22298
32.40533,-111.22298
32.40533,-111.22298
32.40533,-111.22298
32.40534,-111.22298
32.40534,-111.22298
32.40534,-111.22299
32.40534,-111.22299
32.40534,-111.22299
32.40535,-111.22299
32.40535,-111.22299
32.40535,-111.22299
32.40535,-111.223
32.40535,-111.223
32.40535,-111.223
32.40536,-111.22301
32.40536,-111.22301
32.40536,-111.22301
32.40536,-111.22301
32.40537,-111.22301
32.40537,-111.22301
32.40537,-111.22301
32.40538,-111.22301
32.40538,-111.22301
32.40538,-111.22301
32.40539,-111.22301
32.40539,-111.22301
32.40539,-111.22302
32.4054,-111.22302
32.4054,-111.22302
32.4054,-111.22303
32.4054,-111.22303
32.4054,-111.22303
32.40541,-111.22303
32.40541,-111.22303
32.40541,-111.22304
32.40542,-111.22305
32.40542,-111.22305
32.40542,-111.22305
32.40543,-111.22305
32.40543,-111.22305
32.40543,-111.22305
32.40543,-111.22305
32.40544,-111.22305
32.40545,-111.22306
32.40545,-111.22306
32.40545,-111.22306
32.40546,-111.22307
32.40546,-111.22307
32.40546,-111.22307
32.40546,-111.22307
32.40547,-111.22308
32.40547,-111.22308
32.40547,-111.22308
32.40548,-111.22309
32.40548,-111.22309
32.40548,-111.22309
32.40549,-111.2231
32.40549,-111.2231
32.40549,-111.22311
32.40549,-111.22311
32.40549,-111.22311
32.4055,-111.22311
32.40551,-111.22311
32.40551,-111.22311
32.40551,-111.22312
32.40551,-111.22312
32.40551,-111.22313
32.40552,-111.22314
32.40552,-111.22314
32.40553,-111.22314
32.40553,-111.22314
32.40553,-111.22314
32.40553,-111.22315
32.40553,-111.22315
32.40554,-111.22316
32.40554,-111.22316
32.40554,-111.22316
32.40555,-111.22317
32.40555,-111.22318
32.40555,-111.22318
32.40556,-111.22318
32.40556,-111.22318
32.40556,-111.22319
32.40557,-111.2232
32.40557,-111.2232
32.40557,-111.2232
32.40558,-111.22321
32.40558,-111.22321
32.40559,-111.22321
32.40559,-111.22321
32.40559,-111.22321
32.4056,-111.22322
32.4056,-111.22322
32.40561,-111.22323
32.40561,-111.22323
32.40561,-111.22323
32.40562,-111.22324
32.40562,-111.22324
32.40562,-111.22324
32.40563,-111.22325
32.40563,-111.22325
32.40564,-111.22325
32.40564,-111.22326
32.40564,-111.22326
32.40564,-111.22327
32.40564,-111.22327
32.40565,-111.22327
32.40565,-111.22328
32.40565,-111.22328
32.40566,-111.22328
32.40566,-111.22329
32.40566,-111.22329
32.40567,-111.2233
32.40567,-111.2233
32.40567,-111.2233
32.40568,-111.2233
32.40568,-111.2233
32.40568,-111.22331
32.40569,-111.22332
32.40569,-111.22332
32.40569,-111.22332
32.40569,-111.22332
32.4057,-111.22333
32.4057,-111.22334
32.4057,-111.22334
32.40571,-111.22334
32.40571,-111.22334
32.40571,-111.22334
32.40572,-111.22335
32.40572,-111.22335
32.40572,-111.22336
32.40572,-111.22337
32.40572,-111.22337
32.40573,-111.22337
32.40574,-111.22337
32.40574,-111.22337
32.40574,-111.22338
32.40574,-111.22338
32.40574,-111.22339
32.40575,-111.2234
32.40575,-111.2234
32.40575,-111.2234
32.40576,-111.22341
32.40576,-111.22341
32.40576,-111.22342
32.40576,-111.22342
32.40577,-111.22343
32.40577,-111.22343
32.40577,-111.22343
32.40578,-111.22344
32.40578,-111.22345
32.40578,-111.22345
32.40579,-111.22345
32.40579,-111.22345
32.40579,-111.22346
32.4058,-111.22346
32.4058,-111.22346
32.4058,-111.22347
32.40581,-111.22348
32.40581,-111.22348
32.40581,-111.22349
32.40581,-111.22349
32.40582,-111.2235
32.40582,-111.2235
32.40582,-111.2235
32.40583,-111.2235
32.40583,-111.22351
32.40583,-111.22351
32.40584,-111.22352
32.40584,-111.22352
32.40584,-111.22352
32.40585,-111.22353
32.40585,-111.22353
32.40585,-111.22353
32.40586,-111.22353
32.40586,-111.22353
32.40586,-111.22354
32.40586,-111.22354
32.40587,-111.22354
32.40587,-111.22355
32.40587,-111.22355
32.40588,-111.22355
32.40588,-111.22356
32.40588,-111.22356
32.40589,-111.22356
32.40589,-111.22356
32.40589,-111.22356
32.4059,-111.22356
32.4059,-111.22356
32.4059,-111.22356
32.4059,-111.22357
32.4059,-111.22357
32.40591,-111.22357
32.40591,-111.22357
32.40591,-111.22358
32.40591,-111.22358
32.40591,-111.22358
32.40592,-111.22359
32.40592,-111.22359
32.40592,-111.22359
32.40592,-111.22359
32.40592,-111.22359
32.40593,-111.2236
32.40593,-111.22361
32.40593,-111.22361
32.40593,-111.22361
32.40594,-111.22362
32.40594,-111.22362
32.40594,-111.22363
32.40594,-111.22363
32.40594,-111.22363
32.40594,-111.22363
32.40594,-111.22363
32.40595,-111.22363
32.40595,-111.22364
32.40595,-111.22364
32.40596,-111.22365
32.40596,-111.22365
32.40596,-111.22365
32.40597,-111.22366
32.40597,-111.22366
32.40597,-111.22366
32.40597,-111.22366
32.40597,-111.22366
32.40598,-111.22366
32.40598,-111.22366
32.40598,-111.22367
32.40599,-111.22367
32.40599,-111.22367
32.40599,-111.22368
32.40599,-111.22368
32.40599,-111.22368
32.406,-111.22368
32.406,-111.22368
32.40601,-111.22369
32.40601,-111.22369
32.40601,-111.22369
32.40602,-111.22369
32.40603,-111.22369
32.40603,-111.22369
32.40604,-111.22369
32.40604,-111.22369
32.40604,-111.22369
32.40605,-111.2237
32.40605,-111.2237
32.40605,-111.2237
32.40606,-111.2237
32.40606,-111.2237
32.40606,-111.2237
32.40606,-111.2237
32.40607,-111.2237
32.40607,-111.2237
32.40607,-111.2237
32.40608,-111.22369
32.40609,-111.22369
32.40609,-111.22369
32.40609,-111.22369
32.40609,-111.22369
32.4061,-111.22369
32.40611,-111.22369
32.40611,-111.22369
32.40611,-111.22368
32.40612,-111.22368
32.40612,-111.22368
32.40612,-111.22367
32.40612,-111.22367
32.40613,-111.22366
32.40613,-111.22366
32.40613,-111.22366
32.40614,-111.22366
32.40615,-111.22365
32.40615,-111.22365
32.40615,-111.22365
32.40615,-111.22365
32.40616,-111.22364
32.40616,-111.22364
32.40616,-111.22364
32.40617,-111.22363
32.40618,-111.22363
32.40618,-111.22363
32.40618,-111.22363
32.40618,-111.22363
32.40619,-111.22363
32.40619,-111.22362
32.40619,-111.22362
32.4062,-111.22362
32.4062,-111.22361
32.4062,-111.22361
32.40621,-111.22361
32.40622,-111.2236
32.40622,-111.2236
32.40623,-111.22359
32.40623,-111.22359
32.40623,-111.22359
32.40624,-111.22359
32.40624,-111.22359
32.40625,-111.22358
32.40625,-111.22357
32.40625,-111.22357
32.40625,-111.22357
32.40625,-111.22357
32.40626,-111.22356
32.40627,-111.22356
32.40627,-111.22356
32.40627,-111.22356
32.40627,-111.22356
32.40628,-111.22355
32.40629,-111.22354
32.40629,-111.22354
32.40629,-111.22354
32.4063,-111.22353
32.4063,-111.22353
32.4063,-111.22353
32.4063,-111.22353
32.40631,-111.22352
32.40631,-111.22351
32.40631,-111.22351
32.40632,-111.22351
32.40633,-111.2235
32.40633,-111.2235
32.40633,-111.2235
32.40633,-111.2235
32.40634,-111.2235
32.40635,-111.22349
32.40635,-111.22349
32.40635,-111.22349
32.40636,-111.22348
32.40636,-111.22348
32.40636,-111.22348
32.40636,-111.22348
32.40637,-111.22347
32.40637,-111.22347
32.40637,-111.22347
32.40638,-111.22346
32.40638,-111.22346
32.40638,-111.22346
32.40638,-111.22346
32.40638,-111.22346
32.40638,-111.22345
32.40639,-111.22344
32.40639,-111.22344
32.40639,-111.22344
32.40639,-111.22343
32.40639,-111.22343
32.4064,-111.22343
32.4064,-111.22343
32.4064,-111.22342
32.40641,-111.22342
32.40641,-111.22342
32.40641,-111.22341
32.40641,-111.2234
32.40641,-111.2234
32.40642,-111.2234
32.40642,-111.2234
32.40643,-111.2234
32.40643,-111.22339
32.40643,-111.22339
32.40644,-111.22338
32.40645,-111.22338
32.40645,-111.22338
32.40645,-111.22337
32.40645,-111.22337
32.40646,-111.22337
32.40647,-111.22336
32.40647,-111.22336
32.40648,-111.22335
32.40648,-111.22334
32.40648,-111.22334
32.40649,-111.22334
32.40649,-111.22334
32.40649,-111.22334
32.4065,-111.22332
32.4065,-111.22332
32.40651,-111.22331
32.40651,-111.2233
32.40651,-111.2233
32.40652,-111.2233
32.40652,-111.2233
32.40653,-111.2233
32.40654,-111.22328
32.40654,-111.22328
32.40654,-111.22327
32.40655,-111.22327
32.40655,-111.22327
32.40656,-111.22326
32.40656,-111.22326
32.40656,-111.22325
32.40657,-111.22324
32.40657,-111.22324
32.40658,-111.22324
32.40659,-111.22323
32.40659,-111.22323
32.40659,-111.22322
32.40659,-111.22322
32.4066,-111.22321
32.40661,-111.22321
32.40661,-111.22321
32.40662,-111.22321
32.40663,-111.2232
32.40663,-111.2232
32.40664,-111.22319
32.40664,-111.22319
32.40665,-111.22318
32.40666,-111.22317
32.40666,-111.22317
32.40667,-111.22316
32.40667,-111.22315
32.40667,-111.22315
32.40668,-111.22314
32.40668,-111.22314
32.40669,-111.22314
32.4067,-111.22313
32.4067,-111.22313
32.4067,-111.22312
32.40671,-111.22311
32.40671,-111.22311
32.40672,-111.2231
32.40672,-111.2231
32.40672,-111.22308
32.40673,-111.22308
32.40673,-111.22308
32.40674,-111.22307
32.40674,-111.22305
32.40674,-111.22305
32.40675,-111.22305
32.40675,-111.22305
32.40676,-111.22304
32.40676,-111.22303
32.40676,-111.22303
32.40677,-111.22301
32.40678,-111.22301
32.40678,-111.22301
32.40678,-111.223
32.40678,-111.223
32.40678,-111.22298
32.40679,-111.22298
32.40679,-111.22298
32.40679,-111.22297
32.4068,-111.22296
32.4068,-111.22296
32.4068,-111.22295
32.4068,-111.22295
32.40681,-111.22295
32.40681,-111.22294
32.40681,-111.22294
32.40682,-111.22293
32.40683,-111.22292
32.40683,-111.22292
32.40683,-111.22292
32.40683,-111.22292
32.40684,-111.22292
32.40685,-111.22291
32.40685,-111.22291
32.40685,-111.2229
32.40685,-111.22289
32.40685,-111.22289
32.40686,-111.22289
32.40686,-111.22289
32.40686,-111.22288
32.40686,-111.22287
32.40686,-111.22287
32.40687,-111.22287
32.40687,-111.22286
32.40687,-111.22286
32.40688,-111.22285
32.40688,-111.22285
32.40688,-111.22285
32.40688,-111.22285
32.40688,-111.22285
32.40689,-111.22284
32.40689,-111.22283
32.40689,-111.22283
32.4069,-111.22282
32.4069,-111.22282
32.40691,-111.22282
32.40691,-111.22282
32.40691,-111.22282
32.40692,-111.22281
32.40692,-111.2228
32.40692,-111.2228
32.40693,-111.2228
32.40693,-111.2228
32.40693,-111.22279
32.40693,-111.22279
32.40693,-111.22279
32.40693,-111.22278
32.40693,-111.22277
32.40693,-111.22277
32.40694,-111.22276
32.40694,-111.22276
32.40694,-111.22276
32.40694,-111.22276
32.40694,-111.22276
32.40695,-111.22275
32.40695,-111.22274
32.40695,-111.22274
32.40695,-111.22273
32.40696,-111.22273
32.40696,-111.22273
32.40696,-111.22272
32.40696,-111.22272
32.40696,-111.22272
32.40696,-111.22271
32.40696,-111.22271
32.40697,-111.22271
32.40697,-111.22271
32.40697,-111.2227
32.40698,-111.2227
32.40698,-111.2227
32.40698,-111.22269
32.40699,-111.22269
32.40699,-111.22269
32.40699,-111.22268
32.40699,-111.22268
32.407,-111.22268
32.40701,-111.22267
32.40701,-111.22267
32.40702,-111.22266
32.40702,-111.22266
32.40702,-111.22266
32.40703,-111.22265
32.40704,-111.22264
32.40704,-111.22264
32.40704,-111.22263
32.40704,-111.22263
32.40705,-111.22263
32.40705,-111.22262
32.40705,-111.22262
32.40706,-111.22261
32.40707,-111.2226
32.40707,-111.2226
32.40707,-111.22259
32.40707,-111.22259
32.40708,-111.22258
32.40708,-111.22257
32.40708,-111.22257
32.40709,-111.22256
32.4071,-111.22256
32.4071,-111.22256
32.4071,-111.22255
32.4071,-111.22255
32.40711,-111.22254
32.40712,-111.22253
32.40712,-111.22253
32.40713,-111.22253
32.40713,-111.22253
32.40714,-111.22252
32.40715,-111.22251
32.40715,-111.22251
32.40715,-111.22251
32.40716,-111.2225
32.40716,-111.2225
32.40717,-111.2225
32.40717,-111.2225
32.40718,-111.2225
32.40719,-111.22249
32.40719,-111.22249
32.4072,-111.22248
32.4072,-111.22247
32.4072,-111.22247
32.40722,-111.22247
32.40722,-111.22247
32.40722,-111.22247
32.40723,-111.22246
32.40723,-111.22246
32.40723,-111.22245
32.40724,-111.22245
32.40724,-111.22245
32.40725,-111.22244
32.40726,-111.22243
32.40726,-111.22243
32.40727,-111.22243
32.40727,-111.22243
32.40728,-111.22242
32.40728,-111.22242
32.40728,-111.22242
32.4073,-111.22241
32.4073,-111.2224
32.4073,-111.2224
32.40731,-111.2224
32.40731,-111.2224
32.40732,-111.2224
32.40733,-111.2224
32.40733,-111.2224
32.40734,-111.2224
32.40734,-111.2224
32.40735,-111.22239
32.40736,-111.22239
32.40736,-111.22239
32.40737,-111.22239
32.40738,-111.22239
32.40738,-111.22239
32.40739,-111.22238
32.4074,-111.22238
32.4074,-111.22238
32.40741,-111.22238
32.40741,-111.22238
32.40741,-111.22238
32.40742,-111.22238
32.40742,-111.22238
32.40743,-111.22238
32.40744,-111.22238
32.40744,-111.22238
32.40745,-111.22238
32.40745,-111.22238
32.40746,-111.22238
32.40747,-111.22238
32.40747,-111.22238
32.40747,-111.22239
32.40748,-111.2224
32.40748,-111.2224
32.40749,-111.2224
32.40749,-111.2224
32.4075,-111.2224
32.40751,-111.22241
32.40751,-111.22241
32.40752,-111.22242
32.40753,-111.22242
32.40753,-111.22242
32.40754,-111.22243
32.40754,-111.22243
32.40755,-111.22244
32.40756,-111.22245
32.40756,-111.22245
32.40757,-111.22246
32.40758,-111.22247
32.40758,-111.22247
32.40759,-111.22248
32.40759,-111.22248
32.4076,-111.22249
32.4076,-111.2225
32.4076,-111.2225
32.40762,-111.22251
32.40763,-111.22253
32.40763,-111.22253
32.40764,-111.22253
32.40764,-111.22253
32.40765,-111.22255
32.40766,-111.22256
32.40766,-111.22256
32.40767,-111.22256
32.40768,-111.22258
32.40768,-111.22258
32.40769,-111.2226
32.40769,-111.2226
32.4077,-111.2226
32.40771,-111.22262
32.40771,-111.22262
32.40772,-111.22263
32.40773,-111.22264
32.40773,-111.22264
32.40774,-111.22266
32.40774,-111.22266
32.40775,-111.22266
32.40776,-111.22268
32.40776,-111.22268
32.40778,-111.22269
32.40778,-111.2227
32.40778,-111.2227
32.40779,-111.22272
32.40779,-111.22272
32.4078,-111.22272
32.40781,-111.22274
32.40781,-111.22274
32.40782,-111.22276
32.40783,-111.22276
32.40783,-111.22276
32.40784,-111.22278
32.40784,-111.22278
32.40785,-111.22279
32.40786,-111.2228
32.40786,-111.2228
32.40787,-111.22281
32.40788,-111.22282
32.40788,-111.22282
32.40789,-111.22284
32.40789,-111.22284
32.4079,-111.22285
32.40791,-111.22286
32.40791,-111.22286
32.40792,-111.22288
32.40793,-111.22289
32.40793,-111.22289
32.40794,-111.22291
32.40794,-111.22291
32.40796,-111.22292
32.40796,-111.22293
32.40796,-111.22293
32.40797,-111.22295
32.40799,-111.22295
32.40799,-111.22295
32.408,-111.22297
32.408,-111.22297
32.40801,-111.22298
32.40802,-111.22299
32.40802,-111.22299
32.40804,-111.223
32.40805,-111.22301
32.40805,-111.22301
32.40806,-111.22303
32.40806,-111.22303
32.40807,-111.22304
32.40808,-111.22305
32.40808,-111.22305
32.4081,-111.22306
32.40811,-111.22307
32.40811,-111.22307
32.40812,-111.22308
32.40812,-111.22308
32.40813,-111.22309
32.40815,-111.22311
32.40815,-111.22311
32.40816,-111.22311
32.40817,-111.22312
32.40817,-111.22312
32.40819,-111.22314
32.40819,-111.22314
32.4082,-111.22314
32.40821,-111.22315
32.40821,-111.22315
32.40823,-111.22316
32.40825,-111.22317
32.40825,-111.22317
32.40826,-111.22318
32.40826,-111.22318
32.40827,-111.22318
32.40829,-111.22318
32.40829,-111.22318
32.4083,-111.22319
32.4083,-111.22319
32.40832,-111.2232
32.40833,-111.22321
32.40833,-111.22321
32.40835,-111.22321
32.40836,-111.22321
32.40836,-111.22321
32.40838,-111.22321
32.40838,-111.22321
32.40839,-111.22321
32.40841,-111.22322
32.40841,-111.22322
32.40843,-111.22322
32.40844,-111.22323
32.40844,-111.22323
32.40845,-111.22323
32.40845,-111.22323
32.40847,-111.22323
32.40849,-111.22323
32.40849,-111.22323
32.4085,-111.22323
32.40852,-111.22323
32.40852,-111.22323
32.40854,-111.22323
32.40854,-111.22323
32.40855,-111.22323
32.40857,-111.22323
32.40857,-111.22323
32.40858,-111.22323
32.4086,-111.22323
32.4086,-111.22323
32.40862,-111.22323
32.40863,-111.22322
32.40863,-111.22322
32.40865,-111.22322
32.40865,-111.22322
32.40866,-111.22322
32.40868,-111.22322
32.40868,-111.22322
32.4087,-111.22322
32.4087,-111.22322
32.40871,-111.22321
32.40873,-111.22321
32.40873,-111.22321
32.40874,-111.22321
32.40876,-111.22321
32.40876,-111.22321
32.40878,-111.22321
32.40878,-111.22321
32.40879,-111.22321
32.40881,-111.22321
32.40881,-111.22321
32.40882,-111.22321
32.40884,-111.22321
32.40884,-111.22321
32.40886,-111.22321
32.40886,-111.22321
32.40887,-111.22321
32.40889,-111.22321
32.40889,-111.22321
32.40891,-111.2232
32.40892,-111.2232
32.40892,-111.2232
32.40894,-111.2232
32.40896,-111.2232
32.40896,-111.2232
32.40897,-111.2232
32.40897,-111.2232
32.40899,-111.2232
32.40901,-111.2232
32.40901,-111.2232
32.40902,-111.2232
32.40904,-111.2232
32.40904,-111.2232
32.40906,-111.22321
32.40906,-111.22321
32.40907,-111.2232
32.40909,-111.2232
32.40909,-111.2232
32.40911,-111.2232
32.40912,-111.2232
32.40912,-111.2232
32.40914,-111.2232
32.40914,-111.2232
32.40916,-111.2232
